date,tavg,tmin,tmax,prcp,wdir,wspd
2023-10-10 0:00:00,10,8,13.4,2.4,242,27.8
2023-10-11 0:00:00,10.4,7.6,14.5,0.7,257,23.9
2023-10-12 0:00:00,9.8,5.5,14.8,0,325,15.8
2023-10-13 0:00:00,10.2,6.1,15.2,0,1,14.2
2023-10-14 0:00:00,11.2,9.2,14.1,2.1,37,26.8
2023-10-15 0:00:00,8.8,6.9,11,0.1,337,27.6
2023-10-16 0:00:00,11.1,9.4,14.5,0,340,26.4
2023-10-17 0:00:00,11.3,8.3,14.2,0,295,14.7
2023-10-18 0:00:00,11.5,7.7,14.6,0.1,231,17.4
2023-10-19 0:00:00,12.7,9,16.4,1.1,186,19.8
2023-10-20 0:00:00,13,10,14.7,16.4,203,21.5
2023-10-21 0:00:00,10.5,8.7,13.1,1.1,307,24.3
2023-10-22 0:00:00,7.4,5,9.8,0,319,27.1
2023-10-23 0:00:00,6.9,1,11.4,0,243,14
2023-10-24 0:00:00,12.8,8,17.6,0.1,193,18.8
2023-10-25 0:00:00,16.6,14.7,18.5,1.4,224,25.5
2023-10-26 0:00:00,15.9,14,18.4,3.7,204,17.8
2023-10-27 0:00:00,18.3,16.2,21.9,0.4,222,26.8
2023-10-28 0:00:00,12.6,6.7,17.4,0,310,22.6
2023-10-29 0:00:00,7,6.3,7.8,2.1,50,23.8
2023-10-30 0:00:00,4.4,1.2,6.6,4.7,321,21.4
2023-10-31 0:00:00,2.2,-1.6,6.5,0.1,270,16.7
2023-11-01 0:00:00,1.8,-1.6,5.2,0,300,22
2023-11-02 0:00:00,4.6,0.2,8.9,0,232,28.5
2023-11-03 0:00:00,9.3,6,12.3,0,219,34.4
2023-11-04 0:00:00,9.5,7.9,11.8,2.6,235,14.7
2023-11-05 0:00:00,6.7,2.6,9.8,0,345,12.3
2023-11-06 0:00:00,9.6,6.4,12,3.6,172,26.5
2023-11-07 0:00:00,8,1.9,12.2,0.4,298,27.2
2023-11-08 0:00:00,1.1,-2.6,4.2,12.3,61,25.8
2023-11-09 0:00:00,7,4.1,10.9,11.2,269,27.1
2023-11-10 0:00:00,5.7,2.7,10.7,0,269,21.6
2023-11-11 0:00:00,2.3,-1,5.4,0,350,13.6
2023-11-12 0:00:00,1.9,-1.5,5.5,0,87,12.7
2023-11-13 0:00:00,6.6,2.5,12.5,0.2,229,20.1
2023-11-14 0:00:00,5.4,3.7,8.4,0,271,17
2023-11-15 0:00:00,6.7,3,11.4,0,225,20.1
2023-11-16 0:00:00,5.9,0.3,10.3,0,183,12
2023-11-17 0:00:00,8.8,1.4,12.6,8,265,28.5
2023-11-18 0:00:00,3.2,-0.8,7.5,0,268,19.7
2023-11-19 0:00:00,2.7,0,6,0,302,22.1
2023-11-20 0:00:00,-1.6,-5.3,1,0,52,19
2023-11-21 0:00:00,3.3,1.2,6,10.8,104,30.2
2023-11-22 0:00:00,5.3,1.6,6.7,3.3,319,17.1
2023-11-23 0:00:00,4.1,0.2,7.6,0,262,25.9
2023-11-24 0:00:00,-1.5,-4.2,1.1,0,304,20.3
2023-11-25 0:00:00,0.2,-3,3.8,0,245,18.8
2023-11-26 0:00:00,2.8,-1.4,5.5,11,131,16.3
2023-11-27 0:00:00,0.8,-2.6,2.5,0,257,35.7
2023-11-28 0:00:00,-2.7,-4.5,0,0,276,34
2023-11-29 0:00:00,-1.9,-4.3,1.5,0.1,238,32.8
2023-11-30 0:00:00,3.2,-2,7.7,0,231,29.4
2023-12-01 0:00:00,3.4,1.3,7.5,9,5,17.4
2023-12-02 0:00:00,3.2,2.4,4.5,3,39,18.4
2023-12-03 0:00:00,2.4,1.9,3.2,5,31,25.2
2023-12-04 0:00:00,2.3,-1,4.1,0,290,22.2
2023-12-05 0:00:00,-0.3,-3.3,2,0,324,10.2
2023-12-06 0:00:00,-1.3,-4.2,1.1,0,336,14
2023-12-07 0:00:00,2.1,-0.9,6,1.8,250,17.9
2023-12-08 0:00:00,3.4,-1.3,6.1,0,99,13.9
2023-12-09 0:00:00,9,6.6,11.3,4.3,187,21.4
2023-12-10 0:00:00,5.5,2.4,9.5,5.1,260,19.7
2023-12-11 0:00:00,1.1,-0.3,1.9,0,288,27.8
2023-12-12 0:00:00,1.7,-1.1,5.3,0,244,33.6
2023-12-13 0:00:00,-0.5,-2.9,2,0,273,27.3
2023-12-14 0:00:00,1.1,-2.7,5.5,0,236,25.4
2023-12-15 0:00:00,5.2,2.5,10.6,0,255,25.1
2023-12-16 0:00:00,3.7,1.6,5.2,0,60,19.2
2023-12-17 0:00:00,6,5,6.8,11.4,173,19.1
2023-12-18 0:00:00,3.9,-1.3,5.8,5.3,281,20.9
2023-12-19 0:00:00,-2.5,-3.6,-0.5,3.8,292,28.6
2023-12-20 0:00:00,0.5,-2.8,4.7,0,265,17
2023-12-21 0:00:00,-1.8,-3.6,0.8,0,70,28.3
2023-12-22 0:00:00,-1.7,-3.8,0.5,0,68,24.1
2023-12-23 0:00:00,2,-0.8,3.3,4.1,83,12.6
2023-12-24 0:00:00,2.9,1,5,0,330,9.6
2023-12-25 0:00:00,4.6,3.7,6.6,0,73,18.8
2023-12-26 0:00:00,5.3,3.5,7.6,0.1,71,11.1
2023-12-27 0:00:00,6.2,5.7,6.9,16.6,65,19
2023-12-28 0:00:00,6.3,5.6,7.1,6.3,68,16.7
2023-12-29 0:00:00,5.2,2.9,6.1,9.4,253,18.2
2023-12-30 0:00:00,0.6,-1,2.7,0,336,17.3
2023-12-31 0:00:00,0.3,-1,1.8,1.3,51,13.4
2024-01-01 0:00:00,-1.6,-3,-0.1,0.1,351,17.3
